,Bedrooms,Bathrooms,Furnishing,Area,Price,Locality,Parking,Power,Pool,Security
1443,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1444,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1445,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1446,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1447,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1448,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1449,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1450,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1451,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1452,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1453,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1454,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1455,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1456,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1457,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1458,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1459,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1460,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1461,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1462,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1463,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1464,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1465,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1466,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1467,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1468,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1469,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1470,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1471,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1472,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1473,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1474,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1475,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1476,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1477,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1478,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1479,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1480,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1481,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1482,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1483,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1484,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1485,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1486,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1487,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1488,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1489,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1490,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1491,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1492,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1493,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1494,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1495,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1496,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1497,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1498,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1499,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1500,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1501,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1502,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1503,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1504,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1505,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1506,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1507,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1508,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1509,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1510,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1511,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1512,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1513,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1514,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1515,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1516,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1517,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1518,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1519,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1520,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1521,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1522,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1523,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1524,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1525,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1526,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1527,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1528,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1529,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1530,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1531,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1532,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1533,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1534,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1535,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1536,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1537,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1538,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1539,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1540,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1541,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1542,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1543,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1544,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1545,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1546,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1547,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1548,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1549,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1550,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1551,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1552,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1553,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1554,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1555,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1556,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1557,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1558,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1559,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1560,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1561,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1562,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1563,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1564,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1565,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1566,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1567,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1568,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1569,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1570,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1571,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1572,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1573,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1574,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1575,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1576,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1577,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1578,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1579,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1580,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1581,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1582,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1583,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1584,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1585,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1586,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1587,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1588,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1589,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1590,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1591,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1592,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1593,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1594,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1595,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1596,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1597,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1598,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1599,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1600,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1601,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1602,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1603,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1604,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1605,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1606,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1607,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1608,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1609,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1610,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1611,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1612,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1613,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1614,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1615,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1616,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1617,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1618,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1619,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1620,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1621,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1622,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1623,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1624,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1625,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1626,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1627,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1628,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1629,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1630,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1631,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1632,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1633,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1634,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1635,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1636,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1637,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1638,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1639,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1640,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1641,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1642,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1643,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1644,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1645,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1646,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1647,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1648,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1649,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1650,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1651,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1652,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1653,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1654,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1655,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1656,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1657,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1658,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1659,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1660,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1661,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1662,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1663,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1664,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1665,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1666,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1667,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1668,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1669,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1670,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1671,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1672,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1673,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1674,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1675,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1676,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1677,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1678,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1679,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1680,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1681,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1682,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1683,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1684,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1685,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1686,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1687,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1688,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1689,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1690,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1691,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1692,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1693,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1694,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1695,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1696,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1697,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1698,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1699,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1700,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1701,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1702,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1703,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1704,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1705,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1706,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1707,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1708,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1709,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1710,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1711,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1712,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1713,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1714,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1715,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1716,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1717,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1718,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1719,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1720,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1721,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1722,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1723,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1724,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1725,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1726,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1727,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1728,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1729,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1730,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1731,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1732,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1733,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1734,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1735,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1736,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1737,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1738,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1739,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1740,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1741,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1742,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1743,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1744,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1745,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1746,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1747,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1748,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1749,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1750,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1751,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1752,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1753,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1754,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1755,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1756,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1757,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1758,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1759,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1760,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1761,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1762,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1763,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1764,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1765,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1766,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1767,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1768,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1769,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1770,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1771,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1772,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1773,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1774,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1775,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1776,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1777,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1778,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1779,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1780,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1781,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1782,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1783,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1784,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1785,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1786,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1787,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1788,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1789,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1790,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
